CMDLINE /usr/bin/python3 shell_sort.py
MEM 18.910156 1632149690.8474
MEM 18.910156 1632149690.8474
MEM 18.910156 1632149690.8475
MEM 18.910156 1632149690.8476
MEM 18.910156 1632149690.8477
MEM 18.910156 1632149690.8478
MEM 18.910156 1632149690.8479
MEM 18.910156 1632149690.8480
MEM 18.910156 1632149690.8481
MEM 18.910156 1632149690.8482
MEM 18.910156 1632149690.8483
MEM 18.910156 1632149690.8484
MEM 18.910156 1632149690.8485
MEM 18.910156 1632149690.8485
MEM 18.910156 1632149690.8486
MEM 18.910156 1632149690.8487
MEM 18.910156 1632149690.8488
MEM 18.910156 1632149690.8489
MEM 18.910156 1632149690.8490
MEM 18.910156 1632149690.8491
MEM 18.910156 1632149690.8492
MEM 19.164062 1632149690.8493
MEM 19.164062 1632149690.8494
MEM 19.164062 1632149690.8495
MEM 19.164062 1632149690.8496
MEM 19.164062 1632149690.8497
MEM 19.164062 1632149690.8498
MEM 19.164062 1632149690.8499
MEM 19.164062 1632149690.8500
MEM 19.164062 1632149690.8501
MEM 19.164062 1632149690.8502
MEM 19.164062 1632149690.8505
MEM 19.164062 1632149690.8506
MEM 19.164062 1632149690.8507
MEM 19.421875 1632149690.8508
MEM 19.421875 1632149690.8509
MEM 19.421875 1632149690.8510
MEM 19.421875 1632149690.8511
MEM 19.421875 1632149690.8512
MEM 19.421875 1632149690.8513
MEM 19.421875 1632149690.8514
MEM 19.421875 1632149690.8515
MEM 19.421875 1632149690.8516
MEM 19.421875 1632149690.8517
MEM 19.421875 1632149690.8518
MEM 19.421875 1632149690.8519
MEM 19.421875 1632149690.8520
MEM 19.679688 1632149690.8521
MEM 19.679688 1632149690.8522
MEM 19.937500 1632149690.8523
MEM 20.195312 1632149690.8524
MEM 20.195312 1632149690.8525
MEM 20.195312 1632149690.8525
MEM 20.195312 1632149690.8526
MEM 20.195312 1632149690.8527
MEM 20.195312 1632149690.8528
MEM 20.195312 1632149690.8529
MEM 20.195312 1632149690.8530
MEM 20.195312 1632149690.8531
MEM 20.195312 1632149690.8532
MEM 20.195312 1632149690.8533
MEM 20.453125 1632149690.8534
MEM 20.453125 1632149690.8535
MEM 20.453125 1632149690.8536
MEM 20.453125 1632149690.8537
MEM 20.453125 1632149690.8538
MEM 20.453125 1632149690.8539
MEM 20.453125 1632149690.8539
MEM 20.453125 1632149690.8541
MEM 20.453125 1632149690.8542
MEM 20.453125 1632149690.8543
MEM 20.453125 1632149690.8544
MEM 20.710938 1632149690.8545
MEM 20.968750 1632149690.8546
MEM 21.226562 1632149690.8547
MEM 21.226562 1632149690.8548
MEM 21.226562 1632149690.8550
MEM 21.226562 1632149690.8551
MEM 21.226562 1632149690.8552
MEM 21.226562 1632149690.8553
MEM 21.226562 1632149690.8554
MEM 21.484375 1632149690.8555
MEM 21.484375 1632149690.8556
MEM 21.484375 1632149690.8557
MEM 21.484375 1632149690.8558
MEM 21.484375 1632149690.8559
MEM 21.484375 1632149690.8560
MEM 21.484375 1632149690.8561
MEM 21.484375 1632149690.8562
MEM 21.484375 1632149690.8564
MEM 21.484375 1632149690.8565
MEM 21.484375 1632149690.8566
MEM 21.484375 1632149690.8567
MEM 21.492188 1632149690.8569
MEM 21.242188 1632149690.8570
MEM 21.242188 1632149690.8571
MEM 21.242188 1632149690.8572
MEM 21.242188 1632149690.8573
MEM 21.242188 1632149690.8574
MEM 21.242188 1632149690.8575
MEM 21.242188 1632149690.8576
MEM 21.242188 1632149690.8577
MEM 21.242188 1632149690.8579
MEM 21.242188 1632149690.8580
MEM 21.242188 1632149690.8581
MEM 21.242188 1632149690.8582
MEM 21.242188 1632149690.8583
MEM 21.242188 1632149690.8584
MEM 21.242188 1632149690.8585
MEM 21.242188 1632149690.8586
MEM 21.242188 1632149690.8587
MEM 21.242188 1632149690.8588
MEM 21.242188 1632149690.8589
MEM 21.242188 1632149690.8590
MEM 21.242188 1632149690.8591
MEM 21.242188 1632149690.8592
MEM 21.242188 1632149690.8593
MEM 21.242188 1632149690.8595
MEM 21.242188 1632149690.8596
MEM 21.242188 1632149690.8597
MEM 21.242188 1632149690.8598
MEM 21.242188 1632149690.8599
MEM 21.242188 1632149690.8600
MEM 21.242188 1632149690.8601
MEM 21.242188 1632149690.8602
MEM 21.242188 1632149690.8603
MEM 21.242188 1632149690.8604
MEM 21.242188 1632149690.8605
MEM 21.242188 1632149690.8606
MEM 21.242188 1632149690.8607
MEM 21.242188 1632149690.8608
MEM 21.242188 1632149690.8609
MEM 21.242188 1632149690.8610
MEM 21.242188 1632149690.8612
MEM 21.242188 1632149690.8613
MEM 21.242188 1632149690.8614
MEM 21.242188 1632149690.8615
MEM 21.242188 1632149690.8616
MEM 21.242188 1632149690.8617
MEM 21.242188 1632149690.8618
MEM 21.242188 1632149690.8619
MEM 21.242188 1632149690.8620
MEM 21.242188 1632149690.8621
MEM 21.242188 1632149690.8622
MEM 21.242188 1632149690.8623
MEM 21.242188 1632149690.8624
MEM 21.242188 1632149690.8625
MEM 21.242188 1632149690.8627
MEM 21.242188 1632149690.8628
MEM 21.242188 1632149690.8629
MEM 21.242188 1632149690.8630
MEM 21.242188 1632149690.8631
MEM 21.242188 1632149690.8632
MEM 21.242188 1632149690.8633
MEM 21.242188 1632149690.8634
MEM 21.242188 1632149690.8635
MEM 21.242188 1632149690.8637
MEM 21.242188 1632149690.8638
MEM 21.242188 1632149690.8639
MEM 21.242188 1632149690.8640
MEM 21.242188 1632149690.8641
MEM 21.242188 1632149690.8642
MEM 21.242188 1632149690.8643
MEM 21.242188 1632149690.8644
MEM 21.242188 1632149690.8645
MEM 21.242188 1632149690.8646
MEM 21.242188 1632149690.8647
MEM 21.242188 1632149690.8648
MEM 21.242188 1632149690.8649
MEM 21.242188 1632149690.8651
MEM 21.242188 1632149690.8652
MEM 21.242188 1632149690.8653
MEM 21.242188 1632149690.8654
MEM 21.242188 1632149690.8655
MEM 21.242188 1632149690.8656
MEM 21.242188 1632149690.8658
MEM 21.242188 1632149690.8659
MEM 21.242188 1632149690.8660
MEM 21.242188 1632149690.8661
MEM 21.242188 1632149690.8662
MEM 21.242188 1632149690.8663
MEM 21.242188 1632149690.8664
MEM 21.242188 1632149690.8665
MEM 21.242188 1632149690.8666
MEM 21.242188 1632149690.8667
MEM 21.242188 1632149690.8668
MEM 21.242188 1632149690.8669
MEM 21.242188 1632149690.8670
MEM 21.242188 1632149690.8672
MEM 21.242188 1632149690.8673
MEM 21.242188 1632149690.8674
MEM 21.242188 1632149690.8675
MEM 21.242188 1632149690.8676
MEM 21.242188 1632149690.8677
MEM 21.242188 1632149690.8678
MEM 21.242188 1632149690.8680
MEM 21.242188 1632149690.8681
MEM 21.242188 1632149690.8682
MEM 21.242188 1632149690.8683
MEM 21.242188 1632149690.8684
MEM 21.242188 1632149690.8686
MEM 21.242188 1632149690.8687
MEM 21.242188 1632149690.8688
MEM 21.242188 1632149690.8689
MEM 21.242188 1632149690.8690
MEM 21.242188 1632149690.8691
MEM 21.242188 1632149690.8692
MEM 21.242188 1632149690.8693
MEM 21.242188 1632149690.8694
MEM 21.242188 1632149690.8696
MEM 21.242188 1632149690.8697
MEM 21.242188 1632149690.8698
MEM 21.242188 1632149690.8699
MEM 21.242188 1632149690.8700
MEM 21.242188 1632149690.8701
MEM 21.242188 1632149690.8702
MEM 21.242188 1632149690.8703
MEM 21.242188 1632149690.8704
MEM 21.242188 1632149690.8705
MEM 21.242188 1632149690.8706
MEM 21.242188 1632149690.8707
MEM 21.242188 1632149690.8708
MEM 21.242188 1632149690.8709
MEM 21.242188 1632149690.8710
MEM 21.242188 1632149690.8711
MEM 21.242188 1632149690.8712
MEM 21.242188 1632149690.8714
MEM 21.242188 1632149690.8715
MEM 21.242188 1632149690.8716
MEM 21.242188 1632149690.8717
MEM 21.242188 1632149690.8718
MEM 21.242188 1632149690.8719
MEM 21.242188 1632149690.8720
MEM 21.242188 1632149690.8721
MEM 21.242188 1632149690.8722
MEM 21.242188 1632149690.8723
MEM 21.242188 1632149690.8724
MEM 21.242188 1632149690.8725
MEM 21.242188 1632149690.8726
MEM 21.242188 1632149690.8727
MEM 21.242188 1632149690.8728
MEM 21.242188 1632149690.8729
MEM 21.242188 1632149690.8731
MEM 21.242188 1632149690.8732
MEM 21.242188 1632149690.8733
MEM 21.242188 1632149690.8734
MEM 21.242188 1632149690.8735
MEM 21.242188 1632149690.8736
MEM 21.242188 1632149690.8737
MEM 21.242188 1632149690.8738
MEM 21.242188 1632149690.8739
MEM 21.242188 1632149690.8740
MEM 21.242188 1632149690.8741
MEM 21.242188 1632149690.8743
MEM 21.242188 1632149690.8744
MEM 21.242188 1632149690.8745
MEM 21.242188 1632149690.8746
MEM 21.242188 1632149690.8747
MEM 21.242188 1632149690.8748
MEM 21.242188 1632149690.8749
MEM 21.242188 1632149690.8750
MEM 21.242188 1632149690.8751
MEM 21.242188 1632149690.8752
MEM 21.242188 1632149690.8753
MEM 21.242188 1632149690.8754
MEM 21.242188 1632149690.8755
MEM 21.242188 1632149690.8756
MEM 21.242188 1632149690.8757
MEM 21.242188 1632149690.8758
MEM 21.242188 1632149690.8760
MEM 21.242188 1632149690.8761
MEM 21.242188 1632149690.8762
MEM 21.242188 1632149690.8763
MEM 21.242188 1632149690.8764
MEM 21.242188 1632149690.8765
MEM 21.242188 1632149690.8766
MEM 21.242188 1632149690.8767
MEM 21.242188 1632149690.8768
MEM 21.242188 1632149690.8769
MEM 21.242188 1632149690.8770
MEM 21.242188 1632149690.8771
MEM 21.242188 1632149690.8772
MEM 21.242188 1632149690.8773
MEM 21.242188 1632149690.8774
MEM 21.242188 1632149690.8775
MEM 21.242188 1632149690.8776
MEM 21.242188 1632149690.8778
MEM 21.242188 1632149690.8779
MEM 21.242188 1632149690.8780
MEM 21.242188 1632149690.8781
MEM 21.242188 1632149690.8782
MEM 21.242188 1632149690.8783
MEM 21.242188 1632149690.8784
MEM 21.242188 1632149690.8785
MEM 21.242188 1632149690.8786
MEM 21.242188 1632149690.8787
MEM 21.242188 1632149690.8788
MEM 21.242188 1632149690.8789
MEM 21.242188 1632149690.8790
MEM 21.242188 1632149690.8791
MEM 21.242188 1632149690.8793
MEM 21.242188 1632149690.8794
MEM 21.242188 1632149690.8795
MEM 21.242188 1632149690.8796
MEM 21.242188 1632149690.8797
MEM 21.242188 1632149690.8798
MEM 21.242188 1632149690.8799
MEM 21.242188 1632149690.8800
MEM 21.242188 1632149690.8801
MEM 21.242188 1632149690.8802
MEM 21.242188 1632149690.8803
MEM 21.242188 1632149690.8804
MEM 21.242188 1632149690.8806
MEM 21.242188 1632149690.8807
MEM 21.242188 1632149690.8808
MEM 21.242188 1632149690.8809
MEM 21.242188 1632149690.8810
MEM 21.242188 1632149690.8811
MEM 21.242188 1632149690.8812
MEM 21.242188 1632149690.8814
MEM 21.242188 1632149690.8815
MEM 21.242188 1632149690.8816
MEM 21.242188 1632149690.8817
MEM 21.242188 1632149690.8818
MEM 21.242188 1632149690.8819
MEM 21.242188 1632149690.8820
MEM 21.242188 1632149690.8821
MEM 21.242188 1632149690.8822
MEM 21.242188 1632149690.8823
MEM 21.242188 1632149690.8825
MEM 21.242188 1632149690.8826
MEM 21.242188 1632149690.8827
MEM 21.242188 1632149690.8828
MEM 21.242188 1632149690.8829
MEM 21.242188 1632149690.8830
MEM 21.242188 1632149690.8831
MEM 21.242188 1632149690.8832
MEM 21.242188 1632149690.8833
MEM 21.242188 1632149690.8834
MEM 21.242188 1632149690.8835
MEM 21.242188 1632149690.8837
MEM 21.242188 1632149690.8838
MEM 21.242188 1632149690.8839
MEM 21.242188 1632149690.8840
MEM 21.242188 1632149690.8841
MEM 21.242188 1632149690.8842
MEM 21.242188 1632149690.8843
MEM 21.242188 1632149690.8844
MEM 21.242188 1632149690.8845
MEM 21.242188 1632149690.8846
MEM 21.242188 1632149690.8847
MEM 21.242188 1632149690.8848
MEM 21.242188 1632149690.8849
MEM 21.242188 1632149690.8851
MEM 21.242188 1632149690.8852
MEM 21.242188 1632149690.8853
MEM 21.242188 1632149690.8854
MEM 21.242188 1632149690.8855
MEM 21.242188 1632149690.8856
MEM 21.242188 1632149690.8857
MEM 21.242188 1632149690.8859
MEM 21.242188 1632149690.8860
MEM 21.242188 1632149690.8861
MEM 21.242188 1632149690.8862
MEM 21.242188 1632149690.8863
MEM 21.242188 1632149690.8864
MEM 21.242188 1632149690.8865
MEM 21.242188 1632149690.8866
MEM 21.242188 1632149690.8867
MEM 21.242188 1632149690.8868
MEM 21.242188 1632149690.8869
MEM 21.242188 1632149690.8870
MEM 21.242188 1632149690.8872
MEM 21.242188 1632149690.8873
MEM 21.242188 1632149690.8874
MEM 21.242188 1632149690.8875
MEM 21.242188 1632149690.8876
MEM 21.242188 1632149690.8877
MEM 21.242188 1632149690.8878
MEM 21.242188 1632149690.8879
MEM 21.242188 1632149690.8880
MEM 21.242188 1632149690.8881
MEM 21.242188 1632149690.8882
MEM 21.242188 1632149690.8883
MEM 21.242188 1632149690.8884
MEM 21.242188 1632149690.8885
MEM 21.242188 1632149690.8886
MEM 21.242188 1632149690.8887
MEM 21.242188 1632149690.8889
MEM 21.242188 1632149690.8890
MEM 21.242188 1632149690.8891
MEM 21.242188 1632149690.8892
MEM 21.242188 1632149690.8893
MEM 21.242188 1632149690.8894
MEM 21.242188 1632149690.8895
MEM 21.242188 1632149690.8896
MEM 21.242188 1632149690.8897
MEM 21.242188 1632149690.8898
MEM 21.242188 1632149690.8899
MEM 21.242188 1632149690.8901
MEM 21.242188 1632149690.8902
MEM 21.242188 1632149690.8903
MEM 21.242188 1632149690.8904
MEM 21.242188 1632149690.8905
MEM 21.242188 1632149690.8906
MEM 21.242188 1632149690.8907
MEM 21.242188 1632149690.8908
MEM 21.242188 1632149690.8909
MEM 21.242188 1632149690.8910
MEM 21.242188 1632149690.8911
MEM 21.242188 1632149690.8912
MEM 21.242188 1632149690.8914
MEM 21.242188 1632149690.8915
MEM 21.242188 1632149690.8916
MEM 21.242188 1632149690.8917
MEM 21.242188 1632149690.8918
MEM 21.242188 1632149690.8919
MEM 21.242188 1632149690.8920
MEM 21.242188 1632149690.8921
MEM 21.242188 1632149690.8922
MEM 21.242188 1632149690.8923
MEM 21.242188 1632149690.8924
MEM 21.242188 1632149690.8925
MEM 21.242188 1632149690.8926
MEM 21.242188 1632149690.8927
MEM 21.242188 1632149690.8928
MEM 21.242188 1632149690.8929
MEM 21.242188 1632149690.8930
MEM 21.242188 1632149690.8931
MEM 21.242188 1632149690.8932
MEM 21.242188 1632149690.8933
MEM 21.242188 1632149690.8934
MEM 21.242188 1632149690.8935
MEM 21.242188 1632149690.8936
MEM 21.242188 1632149690.8938
MEM 21.242188 1632149690.8939
MEM 21.242188 1632149690.8940
MEM 21.242188 1632149690.8941
MEM 21.242188 1632149690.8942
MEM 21.242188 1632149690.8943
MEM 21.242188 1632149690.8944
MEM 21.242188 1632149690.8946
MEM 21.242188 1632149690.8948
MEM 21.242188 1632149690.8949
MEM 21.242188 1632149690.8950
MEM 21.242188 1632149690.8951
MEM 21.242188 1632149690.8952
MEM 21.242188 1632149690.8953
MEM 21.242188 1632149690.8954
MEM 21.242188 1632149690.8955
MEM 21.242188 1632149690.8956
MEM 21.242188 1632149690.8957
MEM 21.242188 1632149690.8958
MEM 21.242188 1632149690.8959
MEM 21.242188 1632149690.8960
MEM 21.242188 1632149690.8961
MEM 21.242188 1632149690.8962
MEM 21.242188 1632149690.8963
MEM 21.242188 1632149690.8965
MEM 21.242188 1632149690.8966
MEM 21.242188 1632149690.8967
MEM 21.242188 1632149690.8968
MEM 21.242188 1632149690.8969
MEM 21.242188 1632149690.8970
MEM 21.242188 1632149690.8971
MEM 21.242188 1632149690.8972
MEM 21.242188 1632149690.8973
MEM 21.242188 1632149690.8974
MEM 21.242188 1632149690.8975
MEM 21.242188 1632149690.8976
MEM 21.242188 1632149690.8977
MEM 21.242188 1632149690.8979
MEM 21.242188 1632149690.8980
MEM 21.242188 1632149690.8981
MEM 21.242188 1632149690.8982
MEM 21.242188 1632149690.8983
MEM 21.242188 1632149690.8984
MEM 21.242188 1632149690.8985
MEM 21.242188 1632149690.8986
MEM 21.242188 1632149690.8987
MEM 21.242188 1632149690.8988
MEM 21.242188 1632149690.8990
MEM 21.242188 1632149690.8991
MEM 21.242188 1632149690.8992
MEM 21.242188 1632149690.8993
MEM 21.242188 1632149690.8994
MEM 21.242188 1632149690.8995
MEM 21.242188 1632149690.8996
MEM 21.242188 1632149690.8997
MEM 21.242188 1632149690.8998
MEM 21.242188 1632149690.8999
MEM 21.242188 1632149690.9000
MEM 21.242188 1632149690.9001
MEM 21.242188 1632149690.9002
MEM 21.242188 1632149690.9003
MEM 21.242188 1632149690.9004
MEM 21.242188 1632149690.9006
MEM 21.242188 1632149690.9007
MEM 21.242188 1632149690.9008
MEM 21.242188 1632149690.9009
MEM 21.242188 1632149690.9010
MEM 21.242188 1632149690.9011
MEM 21.242188 1632149690.9012
MEM 21.242188 1632149690.9013
MEM 21.242188 1632149690.9014
MEM 21.242188 1632149690.9015
MEM 21.242188 1632149690.9016
MEM 21.242188 1632149690.9018
MEM 21.242188 1632149690.9019
MEM 21.242188 1632149690.9020
MEM 21.242188 1632149690.9021
MEM 21.242188 1632149690.9022
MEM 21.242188 1632149690.9023
MEM 21.242188 1632149690.9024
MEM 21.242188 1632149690.9025
MEM 21.242188 1632149690.9026
MEM 21.242188 1632149690.9027
MEM 21.242188 1632149690.9028
MEM 21.242188 1632149690.9029
MEM 21.242188 1632149690.9030
MEM 21.242188 1632149690.9031
MEM 21.242188 1632149690.9033
MEM 21.242188 1632149690.9034
MEM 21.242188 1632149690.9035
MEM 21.242188 1632149690.9036
MEM 21.242188 1632149690.9037
MEM 21.242188 1632149690.9038
MEM 21.242188 1632149690.9039
MEM 21.242188 1632149690.9040
MEM 21.242188 1632149690.9041
MEM 21.242188 1632149690.9042
MEM 21.242188 1632149690.9043
MEM 21.242188 1632149690.9044
MEM 21.242188 1632149690.9045
MEM 21.242188 1632149690.9046
MEM 21.242188 1632149690.9047
MEM 21.242188 1632149690.9049
MEM 21.242188 1632149690.9050
MEM 21.242188 1632149690.9051
MEM 21.242188 1632149690.9052
MEM 21.242188 1632149690.9053
MEM 21.242188 1632149690.9054
MEM 21.242188 1632149690.9055
MEM 21.242188 1632149690.9056
MEM 21.242188 1632149690.9057
MEM 21.242188 1632149690.9058
MEM 21.242188 1632149690.9059
MEM 21.242188 1632149690.9060
MEM 21.242188 1632149690.9061
MEM 21.242188 1632149690.9062
MEM 21.242188 1632149690.9064
MEM 21.242188 1632149690.9065
MEM 21.242188 1632149690.9066
MEM 21.242188 1632149690.9067
MEM 21.242188 1632149690.9068
MEM 21.242188 1632149690.9069
MEM 21.242188 1632149690.9070
MEM 21.242188 1632149690.9071
MEM 21.242188 1632149690.9073
MEM 21.242188 1632149690.9074
MEM 21.242188 1632149690.9075
MEM 21.242188 1632149690.9076
MEM 21.242188 1632149690.9077
MEM 21.242188 1632149690.9078
MEM 21.242188 1632149690.9080
MEM 21.242188 1632149690.9081
MEM 21.242188 1632149690.9082
MEM 21.242188 1632149690.9083
MEM 21.242188 1632149690.9084
MEM 21.242188 1632149690.9085
MEM 21.242188 1632149690.9086
MEM 21.242188 1632149690.9088
MEM 21.242188 1632149690.9089
MEM 21.242188 1632149690.9090
MEM 21.242188 1632149690.9091
MEM 21.242188 1632149690.9092
MEM 21.242188 1632149690.9093
MEM 21.242188 1632149690.9094
MEM 21.242188 1632149690.9095
MEM 21.242188 1632149690.9096
MEM 21.242188 1632149690.9097
MEM 21.242188 1632149690.9098
MEM 21.242188 1632149690.9099
MEM 21.242188 1632149690.9100
MEM 21.242188 1632149690.9101
MEM 21.242188 1632149690.9102
MEM 21.242188 1632149690.9103
MEM 21.242188 1632149690.9104
MEM 21.242188 1632149690.9105
MEM 21.242188 1632149690.9106
MEM 21.242188 1632149690.9107
MEM 21.242188 1632149690.9108
MEM 21.242188 1632149690.9109
MEM 21.242188 1632149690.9111
MEM 21.242188 1632149690.9112
MEM 21.242188 1632149690.9113
MEM 21.242188 1632149690.9114
MEM 21.242188 1632149690.9115
MEM 21.242188 1632149690.9116
MEM 21.242188 1632149690.9117
MEM 21.242188 1632149690.9118
MEM 21.242188 1632149690.9119
MEM 21.242188 1632149690.9120
MEM 21.242188 1632149690.9121
MEM 21.242188 1632149690.9122
MEM 21.242188 1632149690.9123
MEM 21.242188 1632149690.9124
MEM 21.242188 1632149690.9126
MEM 21.242188 1632149690.9127
MEM 21.242188 1632149690.9128
MEM 21.242188 1632149690.9129
MEM 21.242188 1632149690.9130
MEM 21.242188 1632149690.9131
MEM 21.242188 1632149690.9132
MEM 21.242188 1632149690.9133
MEM 21.242188 1632149690.9134
MEM 21.242188 1632149690.9136
MEM 21.242188 1632149690.9137
MEM 21.242188 1632149690.9138
MEM 21.242188 1632149690.9139
MEM 21.242188 1632149690.9140
MEM 21.242188 1632149690.9141
MEM 21.242188 1632149690.9142
MEM 21.242188 1632149690.9143
MEM 21.242188 1632149690.9144
MEM 21.242188 1632149690.9145
MEM 21.242188 1632149690.9146
MEM 21.242188 1632149690.9147
MEM 21.242188 1632149690.9148
MEM 21.242188 1632149690.9150
MEM 21.242188 1632149690.9151
MEM 21.242188 1632149690.9152
MEM 21.242188 1632149690.9153
MEM 21.242188 1632149690.9154
MEM 21.242188 1632149690.9155
MEM 21.242188 1632149690.9156
MEM 21.242188 1632149690.9157
MEM 21.242188 1632149690.9158
MEM 21.242188 1632149690.9159
MEM 21.242188 1632149690.9160
MEM 21.242188 1632149690.9161
MEM 21.242188 1632149690.9162
MEM 21.242188 1632149690.9163
MEM 21.242188 1632149690.9165
MEM 21.242188 1632149690.9166
MEM 21.242188 1632149690.9167
MEM 21.242188 1632149690.9168
MEM 21.242188 1632149690.9169
MEM 21.242188 1632149690.9170
MEM 21.242188 1632149690.9171
MEM 21.242188 1632149690.9172
MEM 21.242188 1632149690.9173
MEM 21.242188 1632149690.9174
MEM 21.242188 1632149690.9175
MEM 21.242188 1632149690.9177
MEM 21.242188 1632149690.9178
MEM 21.242188 1632149690.9179
MEM 21.242188 1632149690.9180
MEM 21.242188 1632149690.9181
MEM 21.242188 1632149690.9182
MEM 21.242188 1632149690.9183
MEM 21.242188 1632149690.9184
MEM 21.242188 1632149690.9186
MEM 21.242188 1632149690.9187
MEM 21.242188 1632149690.9188
MEM 21.242188 1632149690.9189
MEM 21.242188 1632149690.9190
MEM 21.242188 1632149690.9191
MEM 21.242188 1632149690.9192
MEM 21.242188 1632149690.9193
MEM 21.242188 1632149690.9194
MEM 21.242188 1632149690.9196
MEM 21.242188 1632149690.9197
MEM 21.242188 1632149690.9198
MEM 21.242188 1632149690.9199
MEM 21.242188 1632149690.9200
MEM 21.242188 1632149690.9201
MEM 21.242188 1632149690.9202
MEM 21.242188 1632149690.9203
MEM 21.242188 1632149690.9204
MEM 21.242188 1632149690.9205
MEM 21.242188 1632149690.9206
MEM 21.242188 1632149690.9208
MEM 21.242188 1632149690.9209
MEM 21.242188 1632149690.9210
MEM 21.242188 1632149690.9211
MEM 21.242188 1632149690.9212
MEM 21.242188 1632149690.9214
MEM 21.242188 1632149690.9215
MEM 21.242188 1632149690.9216
MEM 21.242188 1632149690.9217
MEM 21.242188 1632149690.9218
MEM 21.242188 1632149690.9219
MEM 21.242188 1632149690.9220
MEM 21.242188 1632149690.9222
MEM 21.242188 1632149690.9223
MEM 21.242188 1632149690.9224
MEM 21.242188 1632149690.9225
MEM 21.242188 1632149690.9226
MEM 21.242188 1632149690.9227
MEM 21.242188 1632149690.9228
MEM 21.242188 1632149690.9229
MEM 21.242188 1632149690.9230
MEM 21.242188 1632149690.9231
MEM 21.242188 1632149690.9232
MEM 21.242188 1632149690.9233
MEM 21.242188 1632149690.9235
MEM 21.242188 1632149690.9236
MEM 21.242188 1632149690.9237
MEM 21.242188 1632149690.9238
MEM 21.242188 1632149690.9239
MEM 21.242188 1632149690.9241
MEM 21.242188 1632149690.9242
MEM 21.242188 1632149690.9243
MEM 21.242188 1632149690.9244
MEM 21.242188 1632149690.9245
MEM 21.242188 1632149690.9246
MEM 21.242188 1632149690.9247
MEM 21.242188 1632149690.9248
MEM 21.242188 1632149690.9249
MEM 21.242188 1632149690.9250
MEM 21.242188 1632149690.9251
MEM 21.242188 1632149690.9252
MEM 21.242188 1632149690.9253
MEM 21.242188 1632149690.9254
MEM 21.242188 1632149690.9255
MEM 21.242188 1632149690.9256
MEM 21.242188 1632149690.9257
MEM 21.242188 1632149690.9258
MEM 21.242188 1632149690.9260
MEM 21.242188 1632149690.9261
MEM 21.242188 1632149690.9262
MEM 21.242188 1632149690.9263
MEM 21.242188 1632149690.9264
MEM 21.242188 1632149690.9265
MEM 21.242188 1632149690.9266
MEM 21.242188 1632149690.9267
MEM 21.242188 1632149690.9268
MEM 21.242188 1632149690.9269
MEM 21.242188 1632149690.9270
MEM 21.242188 1632149690.9271
MEM 21.242188 1632149690.9272
MEM 21.242188 1632149690.9273
MEM 21.242188 1632149690.9274
MEM 21.242188 1632149690.9275
MEM 21.242188 1632149690.9276
MEM 21.242188 1632149690.9277
MEM 21.242188 1632149690.9278
MEM 21.242188 1632149690.9279
MEM 21.242188 1632149690.9280
MEM 21.242188 1632149690.9281
MEM 21.242188 1632149690.9283
MEM 21.242188 1632149690.9284
MEM 21.242188 1632149690.9285
MEM 21.242188 1632149690.9286
MEM 21.242188 1632149690.9287
MEM 21.242188 1632149690.9288
MEM 21.242188 1632149690.9289
MEM 21.242188 1632149690.9290
MEM 21.242188 1632149690.9291
MEM 21.242188 1632149690.9292
MEM 21.242188 1632149690.9293
MEM 21.242188 1632149690.9294
MEM 21.242188 1632149690.9295
MEM 21.242188 1632149690.9296
MEM 21.242188 1632149690.9297
MEM 21.242188 1632149690.9298
MEM 21.242188 1632149690.9300
MEM 21.242188 1632149690.9301
MEM 21.242188 1632149690.9302
MEM 21.242188 1632149690.9303
MEM 21.242188 1632149690.9304
MEM 21.242188 1632149690.9305
MEM 21.242188 1632149690.9306
MEM 21.242188 1632149690.9307
MEM 21.242188 1632149690.9308
MEM 21.242188 1632149690.9309
MEM 21.242188 1632149690.9310
MEM 21.242188 1632149690.9311
MEM 21.242188 1632149690.9312
MEM 21.242188 1632149690.9313
MEM 21.242188 1632149690.9314
MEM 21.242188 1632149690.9315
MEM 21.242188 1632149690.9316
MEM 21.242188 1632149690.9317
MEM 21.242188 1632149690.9318
MEM 21.242188 1632149690.9319
MEM 21.242188 1632149690.9320
MEM 21.242188 1632149690.9321
MEM 21.242188 1632149690.9322
MEM 21.242188 1632149690.9324
MEM 21.242188 1632149690.9325
MEM 21.242188 1632149690.9326
MEM 21.242188 1632149690.9327
MEM 21.242188 1632149690.9328
MEM 21.242188 1632149690.9329
MEM 21.242188 1632149690.9330
MEM 21.242188 1632149690.9331
MEM 21.242188 1632149690.9332
MEM 21.242188 1632149690.9333
MEM 21.242188 1632149690.9334
MEM 21.242188 1632149690.9335
MEM 21.242188 1632149690.9336
MEM 21.242188 1632149690.9337
MEM 21.242188 1632149690.9338
MEM 21.242188 1632149690.9339
MEM 21.242188 1632149690.9340
MEM 21.242188 1632149690.9341
MEM 21.242188 1632149690.9342
MEM 21.242188 1632149690.9343
MEM 21.242188 1632149690.9345
MEM 21.242188 1632149690.9347
MEM 21.242188 1632149690.9348
MEM 21.242188 1632149690.9349
MEM 21.242188 1632149690.9350
MEM 21.242188 1632149690.9351
MEM 21.242188 1632149690.9352
MEM 21.242188 1632149690.9353
MEM 21.242188 1632149690.9354
MEM 21.242188 1632149690.9356
MEM 21.242188 1632149690.9357
MEM 21.242188 1632149690.9358
